id,split,label,tsne_x,tsne_y
0,normal,2,50.13265609741211,-23.72853660583496
1,normal,5,5.121270656585693,-31.494178771972656
2,normal,5,35.381778717041016,17.74905776977539
3,normal,5,24.465408325195312,13.064767837524414
4,normal,4,-2.6509382724761963,16.035554885864258
5,normal,6,35.044761657714844,13.016874313354492
6,normal,3,7.633621692657471,-16.93244171142578
7,normal,4,-22.870460510253906,-18.204627990722656
8,normal,1,4.294669151306152,-59.11669158935547
9,normal,4,-23.708942413330078,-21.86052131652832
10,normal,2,33.933067321777344,-31.784753799438477
11,normal,0,58.58205795288086,2.1316771507263184
12,normal,8,5.010868072509766,-5.303560256958008
13,normal,5,6.862843990325928,-31.649133682250977
14,normal,7,-40.8338623046875,-10.529065132141113
15,normal,7,-52.29913330078125,-0.48522859811782837
16,normal,5,32.581172943115234,1.4997186660766602
17,normal,2,49.320884704589844,-32.416282653808594
18,normal,1,-12.883280754089355,-45.6544189453125
19,normal,8,-0.43609538674354553,-14.571892738342285
20,normal,2,35.478065490722656,-33.203006744384766
21,normal,1,2.5468783378601074,-56.97995376586914
22,normal,2,-45.3419075012207,-27.003772735595703
23,normal,2,46.368377685546875,-25.510921478271484
24,normal,5,-0.41456297039985657,-29.647260665893555
25,normal,2,34.0992317199707,-33.83350372314453
26,normal,7,-46.24040985107422,-15.450654983520508
27,normal,3,26.238323211669922,-17.132604598999023
28,normal,1,-20.78899574279785,-46.36343765258789
29,normal,4,-1.2498399019241333,16.741037368774414
30,normal,6,33.135284423828125,36.11564636230469
31,normal,8,2.7133660316467285,-3.9384498596191406
32,normal,3,29.475725173950195,-16.99318504333496
33,normal,7,-55.9135627746582,-0.22440743446350098
34,normal,1,-0.2855323553085327,-51.99806213378906
35,normal,8,-0.7856290936470032,-10.295137405395508
36,normal,5,19.42149543762207,-11.51683235168457
37,normal,1,-4.7807793617248535,-52.8291015625
38,normal,8,17.95734405517578,0.12298474460840225
39,normal,1,-17.089763641357422,-45.44636917114258
40,normal,8,-2.367682933807373,-21.579530715942383
41,normal,5,18.91420555114746,-10.484818458557129
42,normal,3,24.91134262084961,-2.7688121795654297
43,normal,7,-48.3963623046875,-1.6775493621826172
44,normal,4,-34.6158561706543,1.2376807928085327
45,normal,6,32.83045196533203,38.48043441772461
46,normal,7,-49.68202590942383,10.981461524963379
47,normal,6,30.756359100341797,35.17325210571289
48,normal,8,29.99518585205078,0.0841943770647049
49,normal,7,-41.82780838012695,-13.500829696655273
50,normal,6,35.02321243286133,16.245630264282227
51,normal,1,-13.005338668823242,-45.32026672363281
52,normal,7,-48.3179931640625,-5.605513572692871
53,normal,1,-5.89480447769165,-50.28824996948242
54,normal,2,36.824134826660156,-33.10389709472656
55,normal,5,25.917295455932617,8.109405517578125
56,normal,0,55.35955810546875,4.723669528961182
57,normal,1,-17.391490936279297,-50.142459869384766
58,normal,6,29.220844268798828,20.955198287963867
59,normal,3,28.867233276367188,-21.27073097229004
60,normal,1,-23.476396560668945,-45.79431915283203
61,normal,4,-28.08827018737793,38.78489303588867
62,normal,3,29.96487045288086,-4.6043925285339355
63,normal,6,32.75287628173828,28.49458122253418
64,normal,5,11.680054664611816,-26.621620178222656
65,normal,4,-12.577194213867188,41.38859558105469
66,normal,3,29.114179611206055,-10.842577934265137
67,normal,4,36.678531646728516,14.236401557922363
68,normal,3,8.682760238647461,-12.519740104675293
69,normal,8,-3.489643096923828,-14.342658996582031
70,normal,2,-45.34402084350586,-26.995182037353516
71,normal,1,1.530465841293335,-57.72536087036133
72,normal,7,-7.419578552246094,29.527833938598633
73,normal,5,32.04716873168945,22.643373489379883
74,normal,1,0.27021750807762146,-57.984474182128906
75,normal,7,-53.24991989135742,10.541921615600586
76,normal,6,32.0810546875,33.9390754699707
77,normal,0,58.46481704711914,15.144879341125488
78,normal,1,-0.36674535274505615,-58.54557418823242
79,normal,1,-1.6853595972061157,-61.106788635253906
80,normal,3,28.5731258392334,-5.938146114349365
81,normal,7,-50.93559265136719,4.030760288238525
82,normal,7,-51.07301712036133,4.4484477043151855
83,normal,2,35.63120651245117,11.950109481811523
84,normal,5,8.843511581420898,-27.273094177246094
85,normal,7,-26.131391525268555,-12.384489059448242
86,normal,0,57.616477966308594,6.34197998046875
87,normal,0,61.07108688354492,0.49979695677757263
88,normal,6,31.928653717041016,18.4149227142334
89,normal,8,18.85886573791504,0.22796876728534698
90,normal,0,57.21265411376953,10.121495246887207
91,normal,5,22.044954299926758,-8.741040229797363
92,normal,2,52.3272590637207,-24.863218307495117
93,normal,1,-0.2797493636608124,-53.8126335144043
94,normal,4,4.041326522827148,29.660507202148438
95,normal,1,-12.167473793029785,-44.834983825683594
96,normal,1,-5.424571990966797,-53.429779052734375
97,normal,4,-19.630538940429688,-14.16013240814209
98,normal,6,34.679935455322266,22.805931091308594
99,normal,1,-11.27672004699707,-49.054931640625
100,normal,1,-15.92101001739502,-51.34939956665039
101,normal,8,3.5213770866394043,-24.90635871887207
102,normal,4,-29.45576286315918,29.272254943847656
103,normal,6,41.13386917114258,18.826169967651367
104,normal,7,-33.2346076965332,-24.092609405517578
105,normal,3,26.856372833251953,-15.984779357910156
106,normal,7,-8.789872169494629,41.511962890625
107,normal,3,3.921501398086548,-7.404317855834961
108,normal,1,-4.619317054748535,-57.34660720825195
109,normal,8,-2.775895357131958,-15.732856750488281
110,normal,5,13.985392570495605,-11.210777282714844
111,normal,0,52.20530700683594,12.213750839233398
112,normal,3,28.06267547607422,-3.512582302093506
113,normal,1,-17.784564971923828,-46.925601959228516
114,normal,3,20.509321212768555,-10.585314750671387
115,normal,3,19.884153366088867,31.702125549316406
116,normal,1,-15.212109565734863,-42.96417999267578
117,normal,2,52.20909881591797,-22.547943115234375
118,normal,4,9.16042709350586,35.33653259277344
119,normal,3,32.06696701049805,-7.7940287590026855
120,normal,7,-42.656097412109375,-16.791610717773438
121,normal,3,11.506620407104492,-15.180917739868164
122,normal,4,-21.703567504882812,46.264549255371094
123,normal,1,-0.9199294447898865,-57.063961029052734
124,normal,6,37.54927444458008,16.507848739624023
125,normal,6,28.873109817504883,31.98251724243164
126,normal,1,-18.509477615356445,-49.330284118652344
127,normal,7,-40.54435729980469,-17.47457504272461
128,normal,5,34.06588363647461,-15.62518310546875
129,normal,1,-25.115280151367188,-44.76240921020508
130,normal,3,34.03031539916992,-5.029250144958496
131,normal,6,28.773883819580078,20.061607360839844
132,normal,1,-20.04121208190918,-45.11387634277344
133,normal,2,52.42838668823242,-17.465946197509766
134,normal,5,15.90865421295166,-21.50937271118164
135,normal,6,32.84028244018555,39.26249313354492
